Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
1ef44b95,A,City C,Normal,Female,Electronic,125.73,8,50.29,1056.13,2025-01-03,22:48:10,E-wallet,1005.84,4.76,50.29,4.7
e344f32a,A,City C,Member,Female,Beauty,352.49,5,88.12,1850.57,2025-06-13,23:47:45,E-wallet,1762.45,4.76,88.12,7.1
44a79df7,B,City C,Member,Female,Fashion,380.75,5,95.19,1998.94,2025-05-12,09:56:37,E-wallet,1903.75,4.76,95.19,5.3
a9ea8bc5,B,City A,Normal,Male,Sports,67.75,6,20.33,426.83,2024-08-17,22:03:58,Cash,406.5,4.76,20.33,5.9
6e4070b3,B,City A,Member,Male,Fashion,347.37,2,34.74,729.48,2025-06-22,06:26:06,Credit Card,694.74,4.76,34.74,5.0
727c31b7,A,City B,Member,Female,Beauty,55.27,8,22.11,464.27,2025-07-09,09:01:20,Credit Card,442.16,4.76,22.11,7.2
fd5298a5,C,City B,Normal,Male,Electronic,405.48,3,60.82,1277.26,2024-11-11,11:12:26,Cash,1216.44,4.76,60.82,9.6
c95b9a4b,B,City C,Normal,Female,Fashion,164.96,1,8.25,173.21,2024-08-21,06:51:33,Cash,164.96,4.76,8.25,8.2
9f16f9c7,B,City B,Normal,Male,Beauty,462.17,4,92.43,1941.11,2025-04-27,16:41:51,E-wallet,1848.68,4.76,92.43,9.4
a0794e40,B,City C,Member,Female,Beauty,444.94,5,111.23,2335.93,2025-02-06,23:05:02,Credit Card,2224.7,4.76,111.23,7.6
db6dada8,C,City B,Member,Female,Fashion,177.71,2,17.77,373.19,2025-06-15,06:55:58,Cash,355.42,4.76,17.77,6.3
3b4adbcb,B,City B,Normal,Male,Home,20.52,7,7.18,150.82,2024-10-16,08:11:10,E-wallet,143.64,4.76,7.18,9.3
024b78dc,C,City C,Member,Female,Electronic,151.0,10,75.5,1585.5,2024-12-18,21:54:15,Credit Card,1510.0,4.76,75.5,9.6
5cecf79f,A,City C,Normal,Female,Home,162.41,5,40.6,852.65,2025-06-14,10:15:42,Cash,812.05,4.76,40.6,8.6
5b965dfd,C,City B,Member,Female,Beauty,126.13,6,37.84,794.62,2025-01-12,10:48:04,Cash,756.78,4.76,37.84,7.4
914ad097,B,City C,Normal,Male,Fashion,228.48,10,114.24,2399.04,2025-01-28,16:07:02,E-wallet,2284.8,4.76,114.24,4.7
d9043e0f,B,City B,Normal,Female,Electronic,391.96,7,137.19,2880.91,2025-04-05,21:59:28,Credit Card,2743.72,4.76,137.19,6.5
feb0dd45,C,City A,Normal,Female,Home,298.28,3,44.74,939.58,2025-01-19,08:48:16,E-wallet,894.84,4.76,44.74,7.6
a3a95b1b,A,City C,Normal,Female,Fashion,194.73,6,58.42,1226.8,2024-10-15,15:09:45,Cash,1168.38,4.76,58.42,4.7
5d038bdf,C,City C,Member,Male,Fashion,23.48,4,4.7,98.62,2025-05-03,18:18:31,Cash,93.92,4.76,4.7,6.9
6d1185ad,B,City A,Normal,Female,Sports,175.9,6,52.77,1108.17,2025-04-27,20:38:30,Cash,1055.4,4.76,52.77,5.3
d653b87b,A,City A,Normal,Male,Home,228.44,10,114.22,2398.62,2024-12-23,20:02:55,Credit Card,2284.4,4.76,114.22,6.1
07e7d5eb,B,City B,Normal,Male,Beauty,308.28,6,92.48,1942.16,2025-03-20,20:57:54,Credit Card,1849.68,4.76,92.48,7.7
71e7eb68,A,City A,Normal,Female,Fashion,128.89,3,19.33,406.0,2025-02-14,04:23:00,Credit Card,386.67,4.76,19.33,4.9
3cf988b9,B,City C,Normal,Male,Home,189.67,3,28.45,597.46,2025-02-22,07:47:49,Cash,569.01,4.76,28.45,8.0
8b565b0c,B,City A,Normal,Female,Fashion,417.82,4,83.56,1754.84,2025-01-16,12:39:01,E-wallet,1671.28,4.76,83.56,9.4
829ff5cd,A,City B,Normal,Male,Sports,238.41,7,83.44,1752.31,2024-09-24,09:34:15,Credit Card,1668.87,4.76,83.44,6.1
2adc798f,C,City A,Member,Male,Sports,141.6,5,35.4,743.4,2024-09-11,21:20:27,Credit Card,708.0,4.76,35.4,4.2
22361ab0,C,City A,Member,Male,Beauty,320.58,4,64.12,1346.44,2025-02-05,04:18:53,E-wallet,1282.32,4.76,64.12,9.0
0425fb1c,A,City C,Normal,Female,Electronic,48.48,4,9.7,203.62,2025-03-26,09:01:37,Credit Card,193.92,4.76,9.7,4.4
4db3f9f2,B,City C,Normal,Female,Beauty,159.47,2,15.95,334.89,2024-11-10,20:14:53,Cash,318.94,4.76,15.95,9.6
68216509,B,City C,Normal,Male,Beauty,206.33,9,92.85,1949.82,2025-07-13,22:41:03,Cash,1856.97,4.76,92.85,7.3
b633bdde,B,City C,Member,Female,Beauty,149.66,10,74.83,1571.43,2025-01-26,21:32:14,Credit Card,1496.6,4.76,74.83,6.9
06305237,A,City B,Normal,Male,Fashion,319.42,1,15.97,335.39,2024-09-03,17:28:16,E-wallet,319.42,4.76,15.97,8.5
f9bf4efe,B,City B,Normal,Female,Sports,147.1,3,22.06,463.36,2025-04-16,09:49:22,Credit Card,441.3,4.76,22.06,5.1
a5ec0e9c,C,City C,Normal,Male,Electronic,362.72,9,163.22,3427.7,2025-05-21,05:40:41,E-wallet,3264.48,4.76,163.22,8.3
432f8186,C,City A,Member,Female,Home,428.91,1,21.45,450.36,2025-03-14,06:31:34,E-wallet,428.91,4.76,21.45,7.7
ace3af34,C,City A,Member,Female,Sports,363.51,10,181.75,3816.85,2025-04-16,20:10:30,Cash,3635.1,4.76,181.75,9.2
6f6744c1,C,City C,Normal,Female,Beauty,174.53,1,8.73,183.26,2024-09-25,01:32:40,Cash,174.53,4.76,8.73,4.7
ae36a167,C,City C,Normal,Female,Sports,417.13,1,20.86,437.99,2025-05-05,17:51:25,Credit Card,417.13,4.76,20.86,5.1
5d83df2c,B,City A,Member,Female,Home,407.34,8,162.94,3421.66,2024-09-11,14:11:44,Cash,3258.72,4.76,162.94,9.4
de90eddd,C,City A,Member,Male,Fashion,79.48,10,39.74,834.54,2025-01-10,16:01:33,Credit Card,794.8,4.76,39.74,4.6
dcbbbb40,C,City B,Member,Female,Electronic,252.56,5,63.14,1325.94,2024-08-27,18:30:09,Credit Card,1262.8,4.76,63.14,8.5
faf38a15,B,City A,Normal,Male,Home,497.48,10,248.74,5223.54,2025-03-17,09:35:04,Cash,4974.8,4.76,248.74,9.3
cc3710d6,C,City A,Normal,Male,Sports,117.6,8,47.04,987.84,2024-11-12,15:57:31,Cash,940.8,4.76,47.04,5.2
b226114a,B,City A,Normal,Male,Home,485.94,2,48.59,1020.47,2024-10-04,18:02:38,E-wallet,971.88,4.76,48.59,9.5
4cf3103e,B,City B,Normal,Female,Electronic,353.91,8,141.56,2972.84,2024-12-09,19:40:41,E-wallet,2831.28,4.76,141.56,8.9
4f4e137f,A,City A,Member,Male,Sports,463.97,3,69.6,1461.51,2024-11-23,16:58:02,Cash,1391.91,4.76,69.6,5.4
d89e4895,A,City B,Normal,Male,Beauty,55.91,8,22.36,469.64,2025-04-06,19:32:51,E-wallet,447.28,4.76,22.36,7.0
4d337b0f,C,City B,Member,Female,Sports,379.45,2,37.95,796.85,2024-10-17,13:01:58,E-wallet,758.9,4.76,37.95,8.0
1ae6f2cd,B,City B,Normal,Female,Beauty,417.69,9,187.96,3947.17,2024-09-29,18:18:08,E-wallet,3759.21,4.76,187.96,8.4
eca2b0c3,A,City C,Normal,Male,Beauty,66.8,3,10.02,210.42,2024-09-11,00:17:34,Credit Card,200.4,4.76,10.02,9.2
9239c5d9,B,City A,Normal,Female,Beauty,136.36,4,27.27,572.71,2024-08-03,08:03:21,E-wallet,545.44,4.76,27.27,8.9
1fe5c7a4,B,City C,Member,Female,Sports,357.08,7,124.98,2624.54,2024-12-18,20:45:54,Credit Card,2499.56,4.76,124.98,6.2
b58ce75a,C,City C,Member,Female,Sports,284.14,3,42.62,895.04,2024-09-15,17:21:48,E-wallet,852.42,4.76,42.62,4.9
d16a75dd,A,City C,Member,Male,Home,338.0,2,33.8,709.8,2025-06-11,08:53:36,Credit Card,676.0,4.76,33.8,9.5
2cb60bdb,C,City A,Normal,Male,Sports,294.0,5,73.5,1543.5,2025-02-24,11:34:50,Cash,1470.0,4.76,73.5,6.2
932c73c9,A,City A,Member,Male,Electronic,478.95,6,143.69,3017.39,2024-10-26,04:46:03,E-wallet,2873.7,4.76,143.69,5.9
ee09cea0,B,City C,Member,Female,Beauty,193.75,2,19.38,406.88,2024-09-07,00:32:13,E-wallet,387.5,4.76,19.38,8.2
762d0e15,A,City A,Member,Female,Sports,174.9,6,52.47,1101.87,2025-06-07,07:12:27,Credit Card,1049.4,4.76,52.47,6.2
5a0afd75,B,City C,Member,Male,Electronic,485.77,3,72.87,1530.18,2025-04-04,19:06:31,Cash,1457.31,4.76,72.87,5.3
7ae6c472,A,City B,Member,Male,Fashion,282.66,2,28.27,593.59,2024-08-14,11:58:25,E-wallet,565.32,4.76,28.27,5.5
c8375d12,A,City C,Normal,Female,Electronic,420.86,10,210.43,4419.03,2025-01-31,23:02:34,Credit Card,4208.6,4.76,210.43,8.9
b6089d81,A,City A,Normal,Male,Fashion,371.22,4,74.24,1559.12,2024-08-07,23:00:10,Credit Card,1484.88,4.76,74.24,6.7
643564a0,B,City A,Member,Female,Fashion,209.99,1,10.5,220.49,2024-10-13,22:43:22,E-wallet,209.99,4.76,10.5,9.3
838ecc4c,B,City B,Member,Female,Electronic,404.9,6,121.47,2550.87,2025-04-14,13:25:19,E-wallet,2429.4,4.76,121.47,9.0
45bb86cb,C,City C,Normal,Female,Electronic,337.75,10,168.88,3546.38,2025-01-15,02:47:48,E-wallet,3377.5,4.76,168.88,5.4
7cfdfa70,A,City B,Normal,Male,Electronic,129.83,4,25.97,545.29,2025-02-13,13:10:02,E-wallet,519.32,4.76,25.97,7.4
7e55c7dd,A,City C,Member,Male,Electronic,467.26,4,93.45,1962.49,2024-11-25,21:41:01,Credit Card,1869.04,4.76,93.45,7.0
62f25d30,A,City A,Member,Female,Beauty,132.86,4,26.57,558.01,2024-10-07,21:49:17,E-wallet,531.44,4.76,26.57,9.2
4fb48b8f,C,City C,Member,Male,Home,95.55,1,4.78,100.33,2025-01-09,13:00:12,Cash,95.55,4.76,4.78,6.5
472c0664,A,City B,Normal,Female,Beauty,370.16,10,185.08,3886.68,2025-06-27,13:10:26,E-wallet,3701.6,4.76,185.08,4.5
eb17b5c9,C,City C,Normal,Female,Electronic,208.38,4,41.68,875.2,2024-12-10,05:45:42,Credit Card,833.52,4.76,41.68,4.6
eaf401d9,B,City A,Normal,Female,Electronic,492.94,3,73.94,1552.76,2025-05-20,01:17:14,Cash,1478.82,4.76,73.94,7.9
336c2ddf,A,City B,Member,Male,Fashion,32.78,10,16.39,344.19,2025-04-11,09:45:44,E-wallet,327.8,4.76,16.39,9.6
41e6af11,A,City B,Normal,Female,Electronic,105.46,5,26.36,553.66,2024-07-28,20:03:20,Credit Card,527.3,4.76,26.36,4.5
0c09875b,C,City A,Member,Male,Sports,284.81,7,99.68,2093.35,2025-06-05,22:59:01,Credit Card,1993.67,4.76,99.68,5.0
bed22be9,A,City A,Normal,Male,Beauty,47.76,4,9.55,200.59,2025-04-16,17:45:47,Credit Card,191.04,4.76,9.55,5.8
d464442f,A,City C,Member,Female,Beauty,387.41,7,135.59,2847.46,2024-07-21,13:39:36,Cash,2711.87,4.76,135.59,9.7
e4bfab2d,C,City A,Normal,Female,Home,446.89,3,67.03,1407.7,2024-10-21,17:52:26,Credit Card,1340.67,4.76,67.03,6.5
62154803,B,City C,Normal,Male,Fashion,191.17,1,9.56,200.73,2024-11-28,02:33:14,E-wallet,191.17,4.76,9.56,9.6
8e18bd86,B,City B,Normal,Female,Sports,372.76,6,111.83,2348.39,2025-06-22,13:58:23,Credit Card,2236.56,4.76,111.83,8.3
5211f1b4,C,City B,Normal,Female,Fashion,152.09,3,22.81,479.08,2025-02-25,06:57:22,Credit Card,456.27,4.76,22.81,8.4
91100579,A,City B,Member,Male,Home,300.36,1,15.02,315.38,2024-07-26,07:02:17,Credit Card,300.36,4.76,15.02,5.4
92f89ed7,A,City A,Normal,Male,Home,107.83,9,48.52,1018.99,2025-07-08,09:08:37,E-wallet,970.47,4.76,48.52,6.9
084db11e,A,City A,Member,Male,Electronic,32.43,3,4.86,102.15,2024-09-18,05:44:29,Credit Card,97.29,4.76,4.86,6.9
4ee0ddb7,C,City C,Normal,Male,Electronic,434.26,4,86.85,1823.89,2025-05-23,07:19:31,E-wallet,1737.04,4.76,86.85,6.5
c6b9a42b,A,City B,Member,Male,Beauty,397.45,2,39.75,834.65,2024-10-31,19:11:46,Credit Card,794.9,4.76,39.75,5.0
a9a3e3cf,A,City A,Member,Female,Fashion,447.18,5,111.8,2347.7,2024-12-05,00:38:36,Credit Card,2235.9,4.76,111.8,7.5
6ce71fb5,B,City B,Normal,Male,Home,147.08,3,22.06,463.3,2025-01-25,00:04:39,Cash,441.24,4.76,22.06,4.5
bf40471d,A,City B,Member,Male,Sports,337.79,1,16.89,354.68,2025-05-17,15:12:02,Cash,337.79,4.76,16.89,6.7
aa25019f,C,City B,Member,Female,Electronic,210.12,6,63.04,1323.76,2024-12-01,14:54:38,E-wallet,1260.72,4.76,63.04,8.4
33978688,B,City A,Normal,Male,Sports,236.83,2,23.68,497.34,2024-09-18,00:43:21,E-wallet,473.66,4.76,23.68,9.3
1e6d6925,A,City B,Normal,Male,Beauty,114.69,6,34.41,722.55,2025-03-05,16:41:52,E-wallet,688.14,4.76,34.41,7.7
2f3a33c3,C,City C,Member,Female,Electronic,448.82,2,44.88,942.52,2024-10-20,19:45:20,Cash,897.64,4.76,44.88,4.7
00bea637,A,City A,Normal,Male,Sports,45.23,4,9.05,189.97,2024-10-27,14:25:23,E-wallet,180.92,4.76,9.05,7.6
d2fc9da2,B,City B,Member,Male,Sports,481.32,8,192.53,4043.09,2025-06-20,04:38:06,E-wallet,3850.56,4.76,192.53,9.3
1812f6e0,B,City A,Normal,Male,Sports,129.49,10,64.75,1359.65,2025-02-05,07:18:26,E-wallet,1294.9,4.76,64.75,6.4
3a1a4665,B,City C,Normal,Female,Beauty,136.66,3,20.5,430.48,2025-05-24,06:58:07,Credit Card,409.98,4.76,20.5,6.4
55966251,B,City A,Member,Male,Beauty,168.8,8,67.52,1417.92,2024-12-13,12:24:03,Credit Card,1350.4,4.76,67.52,5.1
79b24078,A,City C,Normal,Male,Home,317.49,5,79.37,1666.82,2025-04-08,22:58:26,Credit Card,1587.45,4.76,79.37,4.0
b6d3acd7,B,City B,Normal,Female,Sports,90.12,9,40.55,851.63,2025-02-11,17:52:53,Credit Card,811.08,4.76,40.55,7.5
6463a11a,A,City C,Normal,Male,Sports,466.3,2,46.63,979.23,2024-08-20,14:51:25,Credit Card,932.6,4.76,46.63,6.5
ba9f2f83,C,City C,Member,Female,Fashion,140.0,6,42.0,882.0,2025-02-12,10:05:12,Credit Card,840.0,4.76,42.0,6.3
5c3dc067,C,City C,Normal,Female,Sports,221.6,4,44.32,930.72,2025-03-03,22:09:39,Credit Card,886.4,4.76,44.32,7.0
d2dbcf83,C,City A,Normal,Female,Beauty,489.76,3,73.46,1542.74,2024-10-14,08:19:49,Cash,1469.28,4.76,73.46,9.2
3f7a07f2,C,City C,Normal,Male,Sports,255.96,4,51.19,1075.03,2024-12-14,09:11:12,Credit Card,1023.84,4.76,51.19,4.5
5ffac64f,B,City C,Normal,Male,Home,461.5,1,23.08,484.58,2025-04-02,13:23:37,E-wallet,461.5,4.76,23.08,9.1
9988e369,B,City C,Normal,Female,Home,376.0,2,37.6,789.6,2024-09-23,15:38:00,Credit Card,752.0,4.76,37.6,4.8
7088a72e,B,City C,Member,Male,Home,133.2,7,46.62,979.02,2025-06-24,23:41:47,E-wallet,932.4,4.76,46.62,9.3
781772f4,A,City C,Normal,Female,Home,175.23,8,70.09,1471.93,2025-01-15,09:59:47,Credit Card,1401.84,4.76,70.09,9.0
c191f007,C,City A,Normal,Female,Beauty,431.07,7,150.87,3168.36,2025-06-11,19:37:10,Credit Card,3017.49,4.76,150.87,4.8
b3f2584b,A,City B,Normal,Female,Beauty,66.7,9,30.02,630.32,2024-11-10,12:55:35,Cash,600.3,4.76,30.02,4.2
3a47c4ba,A,City B,Member,Male,Electronic,313.37,4,62.67,1316.15,2024-08-17,13:46:33,E-wallet,1253.48,4.76,62.67,5.6
3c539577,B,City A,Normal,Male,Home,375.49,2,37.55,788.53,2024-08-07,05:30:37,Credit Card,750.98,4.76,37.55,4.6
b95db89a,A,City C,Member,Female,Beauty,48.87,2,4.89,102.63,2024-11-09,12:15:05,E-wallet,97.74,4.76,4.89,8.1
c054cad1,A,City B,Member,Female,Beauty,48.68,3,7.3,153.34,2025-06-05,18:32:47,E-wallet,146.04,4.76,7.3,9.6
a8c9a9c0,C,City B,Member,Male,Home,39.04,6,11.71,245.95,2024-08-04,07:22:55,E-wallet,234.24,4.76,11.71,6.4
260dd7a7,A,City C,Normal,Female,Electronic,110.82,10,55.41,1163.61,2024-11-30,17:31:17,E-wallet,1108.2,4.76,55.41,4.2
64b2d702,C,City B,Normal,Female,Electronic,95.99,8,38.4,806.32,2025-03-25,08:55:33,Credit Card,767.92,4.76,38.4,7.1
a591f1db,C,City A,Normal,Female,Electronic,35.09,10,17.55,368.45,2025-03-06,07:56:01,Cash,350.9,4.76,17.55,4.6
c5a8722f,B,City C,Normal,Female,Beauty,412.74,5,103.19,2166.89,2025-01-22,17:36:19,Credit Card,2063.7,4.76,103.19,6.5
99cbafe3,C,City B,Member,Male,Fashion,314.72,8,125.89,2643.65,2024-12-29,03:00:08,E-wallet,2517.76,4.76,125.89,7.4
c9951383,B,City A,Member,Female,Sports,221.76,10,110.88,2328.48,2024-10-04,22:19:24,Credit Card,2217.6,4.76,110.88,6.1
07cd48c7,B,City A,Member,Male,Electronic,446.6,3,66.99,1406.79,2025-02-16,23:18:51,E-wallet,1339.8,4.76,66.99,8.5
89673d83,C,City B,Member,Female,Electronic,202.53,6,60.76,1275.94,2025-01-05,10:19:44,Cash,1215.18,4.76,60.76,6.6
570d28aa,A,City A,Normal,Male,Sports,197.07,10,98.53,2069.23,2024-08-21,22:17:28,Credit Card,1970.7,4.76,98.53,7.4
c5cb8ecb,C,City C,Normal,Male,Fashion,121.86,10,60.93,1279.53,2024-07-23,10:12:19,Credit Card,1218.6,4.76,60.93,8.3
202871f8,C,City B,Normal,Female,Home,271.42,7,95.0,1994.94,2024-07-21,15:56:42,E-wallet,1899.94,4.76,95.0,8.2
55b811b8,B,City B,Normal,Male,Fashion,152.51,1,7.63,160.14,2025-03-19,16:06:47,Cash,152.51,4.76,7.63,4.1
85566d57,C,City B,Normal,Female,Sports,450.04,7,157.51,3307.79,2025-01-30,07:57:18,E-wallet,3150.28,4.76,157.51,8.3
05ae5acf,C,City B,Normal,Female,Home,357.89,2,35.79,751.57,2024-11-15,13:48:20,E-wallet,715.78,4.76,35.79,4.8
766e0cb0,A,City B,Normal,Female,Beauty,325.35,7,113.87,2391.32,2024-08-28,02:31:11,E-wallet,2277.45,4.76,113.87,8.9
22406c52,B,City B,Normal,Male,Home,67.92,8,27.17,570.53,2025-05-21,18:56:37,E-wallet,543.36,4.76,27.17,4.4
8c1f856b,B,City B,Member,Male,Beauty,477.96,7,167.29,3513.01,2025-05-05,08:54:35,Cash,3345.72,4.76,167.29,7.1
1e4038af,B,City B,Normal,Female,Fashion,359.51,8,143.8,3019.88,2024-08-29,03:20:05,Credit Card,2876.08,4.76,143.8,5.1
da019040,A,City B,Normal,Female,Home,418.1,1,20.91,439.01,2025-03-19,11:31:35,Credit Card,418.1,4.76,20.91,5.3
5b733b17,C,City B,Member,Female,Home,126.99,9,57.15,1200.06,2025-04-26,12:48:21,E-wallet,1142.91,4.76,57.15,5.3
c93223f0,C,City A,Member,Male,Electronic,139.1,7,48.69,1022.39,2025-06-09,12:00:23,E-wallet,973.7,4.76,48.69,6.9
876f82f9,C,City A,Member,Male,Fashion,28.55,1,1.43,29.98,2024-08-15,17:23:20,E-wallet,28.55,4.76,1.43,7.9
cf0f937d,A,City B,Normal,Female,Beauty,34.33,9,15.45,324.42,2024-08-12,13:55:16,Cash,308.97,4.76,15.45,7.6
1984e928,C,City A,Member,Male,Sports,397.03,5,99.26,2084.41,2025-03-24,00:21:00,E-wallet,1985.15,4.76,99.26,4.7
4d765a4c,C,City B,Member,Male,Electronic,471.71,2,47.17,990.59,2025-04-04,02:12:34,Cash,943.42,4.76,47.17,6.6
3a8a9485,C,City B,Normal,Male,Sports,194.23,4,38.85,815.77,2024-08-13,17:04:49,E-wallet,776.92,4.76,38.85,9.8
4976f001,A,City C,Member,Female,Fashion,324.52,7,113.58,2385.22,2024-09-02,21:31:17,Credit Card,2271.64,4.76,113.58,7.2
c4edb784,B,City A,Member,Female,Beauty,209.66,4,41.93,880.57,2024-07-24,09:41:37,Credit Card,838.64,4.76,41.93,8.1
e7334a2d,C,City B,Member,Male,Fashion,87.85,10,43.93,922.43,2024-11-17,19:19:39,Cash,878.5,4.76,43.93,4.4
0b31e513,C,City C,Member,Male,Electronic,267.4,1,13.37,280.77,2025-06-23,04:28:11,Cash,267.4,4.76,13.37,5.5
2499ae75,B,City A,Member,Male,Home,233.37,4,46.67,980.15,2024-09-14,02:57:20,Cash,933.48,4.76,46.67,9.3
b43c5336,B,City C,Normal,Female,Fashion,272.99,3,40.95,859.92,2025-01-24,20:40:24,Cash,818.97,4.76,40.95,6.4
e8f66c72,C,City C,Member,Male,Home,458.65,8,183.46,3852.66,2024-09-01,01:16:31,Credit Card,3669.2,4.76,183.46,6.7
9d6d5211,B,City A,Member,Female,Electronic,77.85,10,38.93,817.43,2024-09-07,14:39:31,Credit Card,778.5,4.76,38.93,4.1
9d6cc3af,B,City C,Member,Male,Electronic,141.19,6,42.36,889.5,2024-11-19,06:17:37,Credit Card,847.14,4.76,42.36,8.7
be2301db,A,City A,Normal,Female,Sports,128.58,4,25.72,540.04,2025-01-23,13:07:12,Cash,514.32,4.76,25.72,5.6
dc4100f6,B,City A,Member,Male,Electronic,62.63,5,15.66,328.81,2025-07-07,06:50:20,Cash,313.15,4.76,15.66,8.4
20474319,C,City A,Member,Male,Beauty,358.2,10,179.1,3761.1,2024-10-27,03:16:08,Credit Card,3582.0,4.76,179.1,8.4
e2c07a86,B,City A,Normal,Male,Beauty,56.73,10,28.36,595.66,2025-03-08,03:56:55,Cash,567.3,4.76,28.36,7.8
57f73bcb,C,City B,Member,Female,Beauty,365.23,8,146.09,3067.93,2024-09-21,09:01:08,Credit Card,2921.84,4.76,146.09,5.1
3f58dabb,B,City B,Normal,Male,Home,475.54,6,142.66,2995.9,2024-10-21,19:27:52,E-wallet,2853.24,4.76,142.66,7.3
95af6b99,B,City A,Normal,Female,Fashion,157.59,10,78.8,1654.7,2025-04-27,07:22:40,Credit Card,1575.9,4.76,78.8,4.3
122b2e66,B,City C,Member,Male,Beauty,10.61,2,1.06,22.28,2025-01-14,18:09:16,Cash,21.22,4.76,1.06,4.7
d82d9a55,A,City B,Normal,Female,Sports,225.09,2,22.51,472.69,2025-06-24,00:31:06,Credit Card,450.18,4.76,22.51,5.2
be38bdd0,B,City A,Member,Female,Fashion,291.71,5,72.93,1531.48,2024-12-02,06:34:03,Credit Card,1458.55,4.76,72.93,4.6
c7ac4589,B,City B,Member,Female,Fashion,315.15,4,63.03,1323.63,2024-08-23,18:03:25,Cash,1260.6,4.76,63.03,8.4
02c29034,A,City C,Normal,Male,Beauty,82.85,9,37.28,782.93,2024-09-30,05:59:23,Credit Card,745.65,4.76,37.28,7.6
a7f22c03,C,City C,Normal,Female,Home,368.58,10,184.29,3870.09,2024-07-22,15:05:09,Credit Card,3685.8,4.76,184.29,4.1
58eea820,C,City B,Member,Male,Fashion,323.22,7,113.13,2375.67,2024-11-29,23:04:01,E-wallet,2262.54,4.76,113.13,6.5
04ec4cdf,A,City B,Member,Female,Sports,249.48,5,62.37,1309.77,2025-07-13,17:49:00,Cash,1247.4,4.76,62.37,4.6
c691edd5,A,City C,Normal,Female,Sports,50.34,5,12.59,264.29,2024-10-31,08:35:47,Cash,251.7,4.76,12.59,4.3
792ad1dc,A,City A,Normal,Male,Electronic,297.21,2,29.72,624.14,2024-11-01,11:28:38,Credit Card,594.42,4.76,29.72,9.0
a05907a3,A,City C,Member,Female,Electronic,13.26,3,1.99,41.77,2024-10-16,03:23:23,Cash,39.78,4.76,1.99,9.9
56cc7427,B,City C,Member,Male,Electronic,275.79,5,68.95,1447.9,2024-12-07,19:08:51,Credit Card,1378.95,4.76,68.95,7.1
e0fe502e,C,City A,Normal,Female,Fashion,384.08,6,115.22,2419.7,2025-03-08,01:36:52,E-wallet,2304.48,4.76,115.22,8.5
251c71f4,B,City A,Normal,Male,Home,303.77,7,106.32,2232.71,2024-07-27,22:28:30,E-wallet,2126.39,4.76,106.32,4.2
d1e59a51,B,City C,Normal,Female,Fashion,42.14,1,2.11,44.25,2025-04-18,11:36:05,Cash,42.14,4.76,2.11,8.9
97be272c,C,City A,Member,Male,Sports,312.6,5,78.15,1641.15,2024-12-15,06:01:51,Cash,1563.0,4.76,78.15,8.9
14f783db,C,City B,Member,Female,Beauty,462.12,4,92.42,1940.9,2025-06-21,10:57:29,E-wallet,1848.48,4.76,92.42,8.0
8879393a,B,City C,Member,Male,Sports,367.9,8,147.16,3090.36,2024-10-02,08:47:10,Cash,2943.2,4.76,147.16,4.1
59426434,B,City C,Normal,Female,Sports,259.98,2,26.0,545.96,2024-10-08,01:28:33,Credit Card,519.96,4.76,26.0,5.7
efa3e76c,B,City A,Normal,Male,Home,355.93,10,177.97,3737.27,2025-04-26,15:42:01,Credit Card,3559.3,4.76,177.97,9.5
1ed15004,A,City A,Normal,Male,Beauty,382.45,1,19.12,401.57,2025-05-27,05:55:34,Cash,382.45,4.76,19.12,9.0
66e0be61,C,City A,Normal,Male,Beauty,492.37,7,172.33,3618.92,2025-05-08,23:42:08,E-wallet,3446.59,4.76,172.33,8.9
f1857a4e,A,City B,Normal,Male,Fashion,229.82,1,11.49,241.31,2024-11-01,12:32:46,E-wallet,229.82,4.76,11.49,5.0
29c0b69c,A,City C,Member,Female,Fashion,17.46,1,0.87,18.33,2024-09-29,12:04:46,Cash,17.46,4.76,0.87,8.6
b98689ee,C,City C,Member,Female,Beauty,111.52,5,27.88,585.48,2025-06-13,23:45:35,Credit Card,557.6,4.76,27.88,10.0
d230e175,C,City B,Normal,Female,Home,467.9,8,187.16,3930.36,2024-10-05,21:08:24,Credit Card,3743.2,4.76,187.16,4.2
57678d30,A,City B,Normal,Male,Beauty,292.97,9,131.84,2768.57,2025-01-20,06:11:21,E-wallet,2636.73,4.76,131.84,6.9
8f6c704b,A,City C,Member,Male,Beauty,191.47,4,38.29,804.17,2025-07-09,15:11:09,Credit Card,765.88,4.76,38.29,6.7
bd36c306,B,City A,Member,Male,Home,277.61,4,55.52,1165.96,2024-09-15,06:23:46,Cash,1110.44,4.76,55.52,8.1
bcdd364a,C,City B,Member,Female,Electronic,97.33,5,24.33,510.98,2024-11-05,10:16:25,Cash,486.65,4.76,24.33,6.2
25b97de6,B,City B,Normal,Male,Fashion,172.75,5,43.19,906.94,2025-03-30,17:44:24,E-wallet,863.75,4.76,43.19,5.3
deb9ae79,C,City B,Normal,Female,Fashion,139.67,7,48.88,1026.57,2025-04-25,09:51:41,Credit Card,977.69,4.76,48.88,5.7
2216eb9c,B,City A,Normal,Female,Beauty,117.24,2,11.72,246.2,2024-10-15,01:18:09,Cash,234.48,4.76,11.72,9.9
